DZCode,DataZoneArea,ClosestED,RouteLength_km,Population
N20003342,Slieve_Croob_J2,Daisy Hill Hospital,31.28,703
N20003343,Slieve_Croob_G5,Daisy Hill Hospital,34.16,626
N20003344,Slieve_Croob_J3,Daisy Hill Hospital,30.62,459
N20003345,Slieve_Croob_J4,Daisy Hill Hospital,31.33,401
N20003346,Slieve_Croob_J5,Daisy Hill Hospital,30.56,357
N20003347,Rowallane_C1,Royal Victoria Hospital,17.06,518
N20003348,Rowallane_A1,Ulster Hospital,19.00,317
N20003349,Rowallane_A2,Ulster Hospital,18.39,758
N20003350,Rowallane_A3,Ulster Hospital,18.86,598
N20003351,Rowallane_B1,Ulster Hospital,19.42,351
N20003352,Rowallane_E1,Ulster Hospital,19.04,547
N20003353,Rowallane_B2,Ulster Hospital,19.08,480
N20003354,Rowallane_B3,Ulster Hospital,19.60,428
N20003355,Rowallane_B4,Ulster Hospital,19.50,656
N20003356,Rowallane_C2,Royal Victoria Hospital,20.49,535
N20003357,Rowallane_E2,Ulster Hospital,23.99,536
N20003358,Rowallane_D1,Ulster Hospital,21.06,676
N20003359,Rowallane_E3,Ulster Hospital,25.12,601
N20003360,Rowallane_C3,Ulster Hospital,22.81,383
N20003361,Rowallane_E4,Ulster Hospital,22.31,443
N20003362,Rowallane_C4,Royal Victoria Hospital,24.08,427
N20003363,Rowallane_C5,Ulster Hospital,25.55,425
N20003364,Rowallane_D2,Ulster Hospital,26.79,398
N20003365,Rowallane_D3,Ulster Hospital,27.49,532
N20003366,Rowallane_G1,Royal Victoria Hospital,25.61,581
N20003367,Rowallane_F1,Royal Victoria Hospital,24.00,301
N20003368,Rowallane_H1,Ulster Hospital,24.75,421
N20003369,Rowallane_F2,Royal Victoria Hospital,25.29,555
N20003370,Rowallane_G2,Royal Victoria Hospital,25.63,680
N20003371,Rowallane_D4,Ulster Hospital,28.04,673
N20003372,Rowallane_H2,Ulster Hospital,25.53,328
N20003373,Rowallane_F3,Royal Victoria Hospital,24.52,480
N20003374,Rowallane_F4,Royal Victoria Hospital,24.47,281
N20003375,Rowallane_H3,Ulster Hospital,25.33,391
N20003376,Rowallane_H4,Ulster Hospital,25.56,316
N20003377,Rowallane_H5,Ulster Hospital,25.85,366
N20003378,Rowallane_G3,Royal Victoria Hospital,24.91,467
N20003379,Rowallane_F5,Royal Victoria Hospital,25.08,416
N20003380,Rowallane_F6,Royal Victoria Hospital,24.69,564
N20003381,Rowallane_H6,Ulster Hospital,25.94,510
N20003382,Rowallane_G4,Royal Victoria Hospital,25.38,357
N20003383,Rowallane_J1,Ulster Hospital,27.00,466
N20003384,Rowallane_J2,Ulster Hospital,27.06,528
N20003385,Rowallane_G5,Royal Victoria Hospital,25.47,454
N20003386,Rowallane_H7,Ulster Hospital,25.87,455
N20003387,Rowallane_E5,Ulster Hospital,26.91,639
N20003388,Rowallane_J3,Ulster Hospital,27.39,581
N20003389,Rowallane_G6,Royal Victoria Hospital,25.54,401
N20003390,Rowallane_J4,Ulster Hospital,27.81,422
N20003391,Downpatrick_B1,Ulster Hospital,45.24,590
N20003392,Downpatrick_A1,Ulster Hospital,29.94,688
N20003393,Downpatrick_A2,Ulster Hospital,39.45,660
N20003394,Downpatrick_A3,Ulster Hospital,36.77,638
N20003395,Downpatrick_A4,Ulster Hospital,32.78,695
N20003396,Downpatrick_B2,Ulster Hospital,44.53,637
N20003397,Downpatrick_C1,Ulster Hospital,34.45,709
N20003398,Downpatrick_C2,Ulster Hospital,34.74,485
N20003399,Downpatrick_C3,Ulster Hospital,35.93,615
N20003400,Downpatrick_C4,Ulster Hospital,36.15,449
N20003401,Downpatrick_C5,Ulster Hospital,34.27,492
N20003402,Downpatrick_D1,Ulster Hospital,36.41,386
N20003403,Downpatrick_E1,Ulster Hospital,35.28,424
N20003404,Downpatrick_E2,Ulster Hospital,34.64,316
N20000040,Antrim_A4,Ulster Hospital,37.50,371
N20003406,Downpatrick_E3,Ulster Hospital,35.21,412
N20003407,Downpatrick_E4,Ulster Hospital,35.33,375
N20003408,Downpatrick_E5,Ulster Hospital,35.15,264
N20003409,Downpatrick_D3,Ulster Hospital,35.72,469
N20003410,Downpatrick_E6,Ulster Hospital,35.48,460
N20003411,Downpatrick_D4,Ulster Hospital,36.31,815
N20003412,Downpatrick_F1,Royal Victoria Hospital,47.39,547
N20003413,Downpatrick_G1,Ulster Hospital,35.82,516
N20003414,Downpatrick_H1,Ulster Hospital,47.35,764
N20003415,Downpatrick_F2,Ulster Hospital,36.20,225
N20003416,Downpatrick_G2,Ulster Hospital,36.37,586
N20003417,Downpatrick_G3,Ulster Hospital,36.58,546
N20003418,Downpatrick_F3,Ulster Hospital,38.06,509
N20003419,Downpatrick_G4,Ulster Hospital,36.52,672
N20003420,Downpatrick_B3,Ulster Hospital,49.05,737
N20003421,Downpatrick_F4,Ulster Hospital,37.30,695
N20003422,Downpatrick_H2,Ulster Hospital,38.79,541
N20003423,Downpatrick_H3,Ulster Hospital,48.26,584
N20003424,Downpatrick_H4,Ulster Hospital,42.91,476
N20003425,Downpatrick_J1,Ulster Hospital,45.89,422
N20003426,Downpatrick_J2,Ulster Hospital,45.03,432
N20003427,Downpatrick_J3,Ulster Hospital,45.63,318
N20003428,Downpatrick_J4,Ulster Hospital,46.47,548
N20003429,Downpatrick_K1,Ulster Hospital,44.46,685
N20003430,Downpatrick_K2,Ulster Hospital,44.86,464
N20003431,Downpatrick_K3,Ulster Hospital,45.41,492
N20003432,Comber_C1,Ulster Hospital,7.94,278
N20003433,Comber_E1,Ulster Hospital,5.93,485
N20003434,Comber_C2,Ulster Hospital,8.04,364
N20003435,Comber_C3,Ulster Hospital,8.67,392
N20003436,Comber_C4,Ulster Hospital,7.90,633
N20003437,Comber_A1,Ulster Hospital,6.23,491
N20003438,Comber_C5,Ulster Hospital,8.02,463
N20003439,Comber_C6,Ulster Hospital,8.24,326
N20003440,Comber_B1,Ulster Hospital,7.52,513
N20003441,Comber_B2,Ulster Hospital,7.74,340
N20003442,Comber_A2,Ulster Hospital,15.07,312
N20003443,Comber_A3,Ulster Hospital,6.70,461
N20003444,Comber_B3,Ulster Hospital,7.71,429
N20003445,Comber_B4,Ulster Hospital,8.24,359
N20003446,Comber_D1,Ulster Hospital,15.21,329
N20003447,Comber_C7,Ulster Hospital,8.26,347
N20003448,Comber_A4,Ulster Hospital,14.63,773
N20003449,Comber_B5,Ulster Hospital,7.42,240
N20003450,Comber_B6,Ulster Hospital,7.57,408
N20003451,Comber_D2,Ulster Hospital,7.03,377
N20003452,Comber_D3,Ulster Hospital,7.37,467
N20003453,Comber_D4,Ulster Hospital,7.29,451
N20003454,Comber_D5,Ulster Hospital,7.41,429
N20003455,Comber_D6,Ulster Hospital,8.08,349
N20003456,Comber_E2,Ulster Hospital,9.84,518
N20003457,Comber_F1,Ulster Hospital,10.66,517
N20003458,Comber_F2,Ulster Hospital,11.38,329
N20003459,Comber_F3,Ulster Hospital,11.35,368
N20003460,Comber_F4,Ulster Hospital,12.83,440
N20003461,Comber_E3,Ulster Hospital,14.90,338
N20003462,Comber_G1,Ulster Hospital,12.83,346
N20003463,Comber_G2,Ulster Hospital,13.61,742
N20003464,Comber_G3,Ulster Hospital,13.47,320
N20003465,Comber_G4,Ulster Hospital,12.91,569
N20003466,Comber_G5,Ulster Hospital,13.58,559
N20003467,Comber_F5,Ulster Hospital,15.24,858
N20003468,Comber_G6,Ulster Hospital,13.59,602
N20003469,Comber_F6,Ulster Hospital,17.20,721
N20003470,Comber_H1,Ulster Hospital,18.91,568
N20003471,Comber_H2,Ulster Hospital,15.87,693
N20003472,Comber_H3,Ulster Hospital,18.40,403
N20003473,Comber_H4,Ulster Hospital,18.06,583
N20003474,Newtownards_A1,Ulster Hospital,10.62,631
N20003475,Newtownards_A2,Ulster Hospital,5.38,588
N20003476,Newtownards_A3,Ulster Hospital,10.14,591
N20003477,Newtownards_B1,Ulster Hospital,10.32,520
N20003478,Newtownards_A4,Ulster Hospital,8.75,509
N20003479,Newtownards_B2,Ulster Hospital,9.71,383
N20003480,Newtownards_B3,Ulster Hospital,9.87,509
N20003481,Newtownards_B4,Ulster Hospital,9.85,356
N20003482,Newtownards_C1,Ulster Hospital,9.47,495
N20003483,Newtownards_E1,Ulster Hospital,8.44,433
N20003484,Newtownards_D1,Ulster Hospital,10.04,590
N20003485,Newtownards_F1,Ulster Hospital,8.14,331
N20003486,Newtownards_F2,Ulster Hospital,8.07,449
N20003487,Newtownards_C2,Ulster Hospital,9.30,547
N20003488,Newtownards_D2,Ulster Hospital,9.60,687
N20003489,Newtownards_C3,Ulster Hospital,9.24,371
N20003490,Newtownards_E2,Ulster Hospital,8.05,461
N20003491,Newtownards_G1,Ulster Hospital,9.44,613
N20003492,Newtownards_D3,Ulster Hospital,9.89,684
N20003493,Newtownards_F3,Ulster Hospital,7.95,598
N20003494,Newtownards_E3,Ulster Hospital,7.13,508
N20003495,Newtownards_F4,Ulster Hospital,7.81,419
N20003496,Newtownards_C4,Ulster Hospital,9.01,577
N20003497,Newtownards_H1,Ulster Hospital,9.84,398
N20003498,Newtownards_G2,Ulster Hospital,9.53,350
N20003499,Newtownards_J1,Ulster Hospital,7.72,322
N20003500,Newtownards_L1,Ulster Hospital,7.26,244
N20003501,Newtownards_G3,Ulster Hospital,9.22,463
N20003502,Newtownards_K1,Ulster Hospital,8.75,697
N20003503,Newtownards_J2,Ulster Hospital,7.99,395
N20003504,Newtownards_J3,Ulster Hospital,7.65,497
N20003505,Newtownards_H2,Ulster Hospital,10.19,709
N20003506,Newtownards_K2,Ulster Hospital,8.66,652
N20003507,Newtownards_H3,Ulster Hospital,9.60,457
N20003508,Newtownards_N1,Ulster Hospital,6.63,515
N20003509,Newtownards_R1,Ulster Hospital,8.27,369
N20003510,Newtownards_J4,Ulster Hospital,7.56,183
N20003511,Newtownards_H4,Ulster Hospital,9.87,383
N20003512,Newtownards_R2,Ulster Hospital,8.54,321
N20003513,Newtownards_J5,Ulster Hospital,13.80,241
N20003514,Newtownards_G4,Ulster Hospital,8.65,565
N20003515,Newtownards_H5,Ulster Hospital,10.16,496
N20003516,Newtownards_L2,Ulster Hospital,6.60,390
N20003517,Newtownards_R3,Ulster Hospital,8.66,323
N20003518,Newtownards_L3,Ulster Hospital,13.64,447
N20003519,Newtownards_Q1,Ulster Hospital,9.66,360
N20003520,Newtownards_Q2,Ulster Hospital,9.97,535
N20003521,Newtownards_P1,Ulster Hospital,6.60,547
N20003522,Newtownards_L4,Ulster Hospital,13.41,320
N20003523,Newtownards_N2,Ulster Hospital,4.19,537
N20003524,Newtownards_P2,Ulster Hospital,6.57,340
N20003525,Newtownards_Q3,Ulster Hospital,9.31,374
N20003526,Newtownards_P3,Ulster Hospital,13.27,376
N20003527,Newtownards_P4,Ulster Hospital,13.11,349
N20003528,Newtownards_Q4,Ulster Hospital,9.77,493
N20003529,Newtownards_R4,Ulster Hospital,12.96,314
N20003530,Newtownards_S1,Ulster Hospital,12.80,361
N20003531,Newtownards_S2,Ulster Hospital,12.65,426
N20003532,Newtownards_S3,Ulster Hospital,12.59,554
N20003533,Newtownards_S4,Ulster Hospital,12.46,546
N20003534,Newtownards_S5,Ulster Hospital,12.22,434
N20003535,Newtownards_N3,Ulster Hospital,12.11,553
N20003536,Newtownards_N4,Ulster Hospital,11.96,705
N20003537,Holywood_and_Clandeboye_A1,Ulster Hospital,10.57,595
N20003538,Holywood_and_Clandeboye_A2,Ulster Hospital,11.10,587
N20003539,Holywood_and_Clandeboye_F1,Ulster Hospital,9.80,348
N20003540,Holywood_and_Clandeboye_A3,Ulster Hospital,11.27,364
N20003541,Holywood_and_Clandeboye_B1,Ulster Hospital,12.29,336
N20003542,Holywood_and_Clandeboye_B2,Ulster Hospital,12.31,423
N20003543,Holywood_and_Clandeboye_B3,Ulster Hospital,12.47,345
N20003544,Holywood_and_Clandeboye_F2,Ulster Hospital,9.04,354
N20003545,Holywood_and_Clandeboye_F3,Ulster Hospital,9.44,609
N20003546,Holywood_and_Clandeboye_C1,Ulster Hospital,11.50,639
N20003547,Holywood_and_Clandeboye_C2,Ulster Hospital,10.08,677
N20003548,Holywood_and_Clandeboye_D1,Ulster Hospital,9.86,673
N20003549,Holywood_and_Clandeboye_D2,Ulster Hospital,9.11,630
N20003550,Holywood_and_Clandeboye_E1,Ulster Hospital,9.48,603
N20003551,Holywood_and_Clandeboye_D3,Ulster Hospital,8.49,429
N20003552,Holywood_and_Clandeboye_H1,Ulster Hospital,9.13,336
N20003553,Holywood_and_Clandeboye_E2,Ulster Hospital,9.14,814
N20003554,Holywood_and_Clandeboye_G1,Ulster Hospital,11.50,"1,201"
N20003555,Holywood_and_Clandeboye_E3,Ulster Hospital,9.55,477
N20003556,Holywood_and_Clandeboye_G2,Ulster Hospital,11.92,482
N20003557,Holywood_and_Clandeboye_G3,Ulster Hospital,12.37,289
N20003558,Holywood_and_Clandeboye_H2,Ulster Hospital,8.89,397
N20003559,Holywood_and_Clandeboye_K1,Ulster Hospital,9.00,462
N20003560,Holywood_and_Clandeboye_K2,Ulster Hospital,8.88,381
N20003561,Holywood_and_Clandeboye_H3,Ulster Hospital,8.76,480
N20003562,Holywood_and_Clandeboye_J1,Ulster Hospital,12.70,756
N20003563,Holywood_and_Clandeboye_H4,Ulster Hospital,8.38,296
N20003564,Holywood_and_Clandeboye_H5,Mater Hospital,8.50,381
N20003565,Holywood_and_Clandeboye_K3,Ulster Hospital,8.52,422
N20003566,Holywood_and_Clandeboye_H6,Ulster Hospital,8.38,363
N20003567,Holywood_and_Clandeboye_K4,Ulster Hospital,8.48,550
N20003568,Holywood_and_Clandeboye_J2,Ulster Hospital,12.77,646
N20003569,Holywood_and_Clandeboye_F4,Ulster Hospital,5.77,889
N20003570,Holywood_and_Clandeboye_L1,Ulster Hospital,8.14,278
N20003571,Holywood_and_Clandeboye_L2,Ulster Hospital,7.90,492
N20003572,Holywood_and_Clandeboye_J3,Ulster Hospital,12.50,511
N20003573,Holywood_and_Clandeboye_L3,Ulster Hospital,7.38,528
N20003574,Holywood_and_Clandeboye_L4,Ulster Hospital,7.71,426
N20003575,Holywood_and_Clandeboye_K5,Ulster Hospital,7.95,382
N20003576,Holywood_and_Clandeboye_L5,Ulster Hospital,7.14,552
N20003577,Holywood_and_Clandeboye_L6,Ulster Hospital,6.97,404
N20003578,Bangor_West_A1,Ulster Hospital,12.63,649
N20003579,Bangor_West_A2,Ulster Hospital,12.33,332
N20003580,Bangor_West_A3,Ulster Hospital,12.03,504
N20003581,Bangor_West_A4,Ulster Hospital,12.69,714
N20003582,Bangor_West_C1,Ulster Hospital,11.89,436
N20003583,Bangor_West_A5,Ulster Hospital,12.67,399
N20003584,Bangor_West_A6,Ulster Hospital,12.48,513
N20003585,Bangor_West_B1,Ulster Hospital,12.47,444
N20003586,Bangor_West_D1,Ulster Hospital,12.02,647
N20003587,Bangor_West_B2,Ulster Hospital,11.50,397
N20003588,Bangor_West_B3,Ulster Hospital,12.53,396
N20003589,Bangor_West_C2,Ulster Hospital,11.55,490
N20003590,Bangor_West_D2,Ulster Hospital,11.50,311
N20003591,Bangor_West_E1,Ulster Hospital,12.18,263
N20003592,Bangor_West_F1,Ulster Hospital,12.02,428
N20003593,Bangor_West_D3,Ulster Hospital,11.64,295
N20003594,Bangor_West_E2,Ulster Hospital,12.49,522
N20003595,Bangor_West_C3,Ulster Hospital,11.33,553
N20003596,Bangor_West_F2,Ulster Hospital,12.65,432
N20003597,Bangor_West_D4,Ulster Hospital,11.34,328
N20003598,Bangor_West_C4,Ulster Hospital,10.77,343
N20003599,Bangor_West_F3,Ulster Hospital,12.55,515
N20003600,Bangor_West_E3,Ulster Hospital,10.57,412
N20003601,Bangor_West_G1,Ulster Hospital,11.59,315
N20003602,Bangor_West_D5,Ulster Hospital,11.29,431
N20003603,Bangor_West_G2,Ulster Hospital,12.23,488
N20003604,Bangor_West_E4,Ulster Hospital,10.28,314
N20003605,Bangor_West_F4,Ulster Hospital,12.38,743
N20003606,Bangor_West_E5,Ulster Hospital,10.53,257
N20003607,Bangor_West_H1,Ulster Hospital,10.83,421
N20003608,Bangor_West_H2,Ulster Hospital,10.67,244
N20003609,Bangor_West_H3,Ulster Hospital,11.35,491
N20003610,Bangor_West_G3,Ulster Hospital,11.99,254
N20003611,Bangor_West_J1,Ulster Hospital,11.55,440
N20003612,Bangor_West_E6,Ulster Hospital,10.00,358
N20003613,Bangor_West_J2,Ulster Hospital,11.71,403
N20003614,Bangor_West_G4,Ulster Hospital,12.00,462
N20003615,Bangor_West_G5,Ulster Hospital,12.78,649
N20003616,Bangor_West_H4,Ulster Hospital,10.35,613
N20003617,Bangor_West_H5,Ulster Hospital,10.74,428
N20003618,Bangor_West_H6,Ulster Hospital,11.40,435
N20003619,Bangor_West_J3,Ulster Hospital,12.23,735
N20003620,Bangor_West_J4,Ulster Hospital,11.21,722
N20003621,Bangor_Central_A1,Ulster Hospital,14.11,433
N20003622,Bangor_Central_B1,Ulster Hospital,15.31,481
N20003623,Bangor_Central_A2,Ulster Hospital,13.92,545
N20003624,Bangor_Central_A3,Ulster Hospital,14.19,602
N20003625,Bangor_Central_B2,Ulster Hospital,16.05,517
N20003626,Bangor_Central_D1,Ulster Hospital,14.04,520
N20003627,Bangor_Central_E1,Ulster Hospital,14.98,438
N20003628,Bangor_Central_C1,Ulster Hospital,13.68,510
N20003629,Bangor_Central_E2,Ulster Hospital,14.61,501
N20003630,Bangor_Central_D2,Ulster Hospital,14.21,505
N20003631,Bangor_Central_F1,Ulster Hospital,13.95,385
N20003632,Bangor_Central_C2,Ulster Hospital,13.57,575
N20003633,Bangor_Central_F2,Ulster Hospital,13.66,180
N20003634,Bangor_Central_E3,Ulster Hospital,14.77,433
N20003635,Bangor_Central_B3,Ulster Hospital,15.74,461
N20003636,Bangor_Central_F3,Ulster Hospital,13.24,274
N20003637,Bangor_Central_B4,Ulster Hospital,15.13,476
N20003638,Bangor_Central_E4,Ulster Hospital,14.55,471
N20003639,Bangor_Central_D3,Ulster Hospital,14.02,449
N20003640,Bangor_Central_C3,Ulster Hospital,12.91,316
N20003641,Bangor_Central_E5,Ulster Hospital,14.73,283
N20003642,Bangor_Central_C4,Ulster Hospital,12.71,353
N20003643,Bangor_Central_B5,Ulster Hospital,15.31,330
N20003644,Bangor_Central_F4,Ulster Hospital,13.51,494
N20003645,Bangor_Central_G1,Ulster Hospital,15.49,609
N20003646,Bangor_Central_G2,Ulster Hospital,15.28,458
N20003647,Bangor_Central_G3,Ulster Hospital,14.29,580
N20003648,Bangor_Central_H1,Ulster Hospital,13.75,418
N20003649,Bangor_Central_H2,Ulster Hospital,12.82,554
N20003650,Bangor_Central_J1,Ulster Hospital,14.38,792
N20003651,Bangor_Central_K1,Ulster Hospital,13.03,457
N20003652,Bangor_Central_J2,Ulster Hospital,14.59,585
N20003653,Bangor_Central_K2,Ulster Hospital,13.06,412
N20003654,Bangor_Central_H3,Ulster Hospital,13.57,424
N20003655,Bangor_Central_J3,Ulster Hospital,13.99,524
N20003656,Bangor_Central_K3,Ulster Hospital,13.21,440
N20003657,Bangor_Central_K4,Ulster Hospital,12.83,351
N20003658,Bangor_Central_J4,Ulster Hospital,14.85,374
N20003659,Bangor_Central_L1,Ulster Hospital,13.52,510
N20003660,Bangor_Central_K5,Ulster Hospital,13.33,403
N20003661,Bangor_Central_P1,Ulster Hospital,15.07,415
N20003662,Bangor_Central_L2,Ulster Hospital,13.52,362
N20003663,Bangor_Central_N1,Ulster Hospital,12.29,445
N20003664,Bangor_Central_L3,Ulster Hospital,14.01,539
N20003665,Bangor_Central_L4,Ulster Hospital,15.35,232
N20003666,Bangor_Central_N2,Ulster Hospital,13.78,459
N20003667,Bangor_Central_P2,Ulster Hospital,15.26,548
N20003668,Bangor_Central_L5,Ulster Hospital,14.16,486
N20003669,Bangor_Central_P3,Ulster Hospital,14.51,625
N20003670,Bangor_Central_N3,Ulster Hospital,13.97,360
N20003671,Bangor_Central_N4,Ulster Hospital,13.86,379
N20003672,Bangor_Central_P4,Ulster Hospital,15.00,334
N20003673,Bangor_Central_Q1,Ulster Hospital,13.47,719
N20003674,Bangor_Central_Q2,Ulster Hospital,13.11,352
N20003675,Bangor_Central_P5,Ulster Hospital,13.76,437
N20003676,Bangor_Central_Q3,Ulster Hospital,13.62,573
N20003677,Bangor_Central_Q4,Ulster Hospital,13.27,439
N20003678,Bangor_Central_Q5,Ulster Hospital,14.18,507
N20003679,Bangor_East_and_Donaghadee_E1,Ulster Hospital,18.12,270
N20003680,Bangor_East_and_Donaghadee_A1,Ulster Hospital,17.11,485
N20003681,Bangor_East_and_Donaghadee_A2,Ulster Hospital,17.42,362
N20003682,Bangor_East_and_Donaghadee_A3,Ulster Hospital,16.88,373
N20003683,Bangor_East_and_Donaghadee_B1,Ulster Hospital,16.48,307
N20003684,Bangor_East_and_Donaghadee_B2,Ulster Hospital,16.15,516
N20003685,Bangor_East_and_Donaghadee_E2,Ulster Hospital,19.15,478
N20003686,Bangor_East_and_Donaghadee_B3,Ulster Hospital,16.04,342
N20003687,Bangor_East_and_Donaghadee_B4,Ulster Hospital,16.17,398
N20003688,Bangor_East_and_Donaghadee_C1,Ulster Hospital,20.75,362
N20003689,Bangor_East_and_Donaghadee_B5,Ulster Hospital,15.97,378
N20003690,Bangor_East_and_Donaghadee_B6,Ulster Hospital,15.92,335
